
Predictions were generated on 10-Aug-2025 at 22:29:43 using OpenFAST, compiled as a DLL S-Function for Simulink as a 64-bit application using single precision at commit v3.5.3
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: Generated with AeroElasticSE FAST driver

Time	Wind1VelX	WindMeas1	BldPitch1	GenSpeed	LSSGagVxa	RotSpeed	NcIMURAys	NcIMUTAxs	RootMyc1	RootMyc2	RootMyc3	Azimuth	PtchPMzc1	GenPwr	GenTq	BlPitchC1	BlPitchC2	BlPitchC3
(s)	(m/s)	INVALID	(deg)	(rpm)	(rpm)	(rpm)	(deg/s^2)	(m/s^2)	(kN-m)	(kN-m)	(kN-m)	(deg)	(deg)	(kW)	(kN-m)	(deg)	(deg)	(deg)
    0.0000	 1.538E+01	 0.000E+00	 1.745E-02	 7.760E+02	 8.000E+00	 8.000E+00	-3.901E+00	-3.745E-01	 1.172E+03	 4.506E+02	 4.579E+02	 0.000E+00	 1.745E-02	 0.000E+00	 0.000E+00	 1.745E-02	 1.745E-02	 1.745E-02
    0.0250	 1.538E+01	 0.000E+00	 1.745E-02	 7.770E+02	 8.010E+00	 8.010E+00	-8.017E-01	 1.087E+00	 4.469E+03	 4.840E+03	 4.275E+03	 1.201E+00	 1.745E-02	 0.000E+00	 0.000E+00	-3.491E-02	-3.491E-02	-3.491E-02
    0.0500	 1.538E+01	 0.000E+00	-1.396E-01	 7.780E+02	 8.021E+00	 8.021E+00	-4.637E-01	 1.109E+00	 4.475E+03	 4.925E+03	 4.303E+03	 2.403E+00	-1.396E-01	 0.000E+00	 0.000E+00	 1.745E-02	 1.745E-02	 1.745E-02
    0.0750	 1.538E+01	 0.000E+00	 1.745E-01	 7.792E+02	 8.033E+00	 8.033E+00	-1.607E-02	 1.122E+00	 4.420E+03	 4.939E+03	 4.362E+03	 3.607E+00	 1.745E-01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1000	 1.538E+01	 0.000E+00	-8.727E-02	 7.805E+02	 8.047E+00	 8.047E+00	 4.560E-01	 1.113E+00	 4.280E+03	 4.928E+03	 4.322E+03	 4.813E+00	-8.727E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1250	 1.538E+01	 0.000E+00	 1.745E-02	 7.820E+02	 8.062E+00	 8.062E+00	 1.081E+00	 1.135E+00	 4.235E+03	 5.043E+03	 4.393E+03	 6.021E+00	 1.745E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1500	 1.538E+01	 0.000E+00	 0.000E+00	 7.837E+02	 8.079E+00	 8.079E+00	 1.632E+00	 1.131E+00	 4.123E+03	 5.082E+03	 4.395E+03	 7.232E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.1750	 1.538E+01	 0.000E+00	 0.000E+00	 7.855E+02	 8.098E+00	 8.098E+00	 2.171E+00	 1.128E+00	 4.049E+03	 5.148E+03	 4.402E+03	 8.445E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2000	 1.538E+01	 0.000E+00	 0.000E+00	 7.874E+02	 8.117E+00	 8.117E+00	 2.572E+00	 1.112E+00	 3.990E+03	 5.209E+03	 4.407E+03	 9.661E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2250	 1.538E+01	 0.000E+00	 0.000E+00	 7.893E+02	 8.138E+00	 8.138E+00	 2.833E+00	 1.087E+00	 3.967E+03	 5.273E+03	 4.408E+03	 1.088E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2500	 1.539E+01	 0.000E+00	 0.000E+00	 7.913E+02	 8.158E+00	 8.158E+00	 2.945E+00	 1.052E+00	 3.986E+03	 5.323E+03	 4.397E+03	 1.210E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.2750	 1.539E+01	 0.000E+00	 0.000E+00	 7.932E+02	 8.177E+00	 8.177E+00	 2.825E+00	 1.002E+00	 4.037E+03	 5.378E+03	 4.395E+03	 1.333E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3000	 1.539E+01	 0.000E+00	 0.000E+00	 7.949E+02	 8.195E+00	 8.195E+00	 2.544E+00	 9.414E-01	 4.124E+03	 5.409E+03	 4.392E+03	 1.456E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3250	 1.539E+01	 0.000E+00	 0.000E+00	 7.965E+02	 8.212E+00	 8.212E+00	 2.121E+00	 8.716E-01	 4.240E+03	 5.412E+03	 4.404E+03	 1.579E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3500	 1.539E+01	 0.000E+00	 0.000E+00	 7.980E+02	 8.226E+00	 8.226E+00	 1.532E+00	 7.883E-01	 4.366E+03	 5.411E+03	 4.421E+03	 1.702E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.3750	 1.539E+01	 0.000E+00	 0.000E+00	 7.992E+02	 8.240E+00	 8.240E+00	 9.047E-01	 7.023E-01	 4.514E+03	 5.393E+03	 4.445E+03	 1.825E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4000	 1.539E+01	 0.000E+00	 0.000E+00	 8.004E+02	 8.252E+00	 8.252E+00	 2.626E-01	 6.144E-01	 4.672E+03	 5.378E+03	 4.474E+03	 1.949E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4250	 1.539E+01	 0.000E+00	 0.000E+00	 8.015E+02	 8.263E+00	 8.263E+00	-3.428E-01	 5.250E-01	 4.819E+03	 5.357E+03	 4.502E+03	 2.073E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4500	 1.539E+01	 0.000E+00	 0.000E+00	 8.025E+02	 8.273E+00	 8.273E+00	-8.293E-01	 4.423E-01	 4.964E+03	 5.342E+03	 4.541E+03	 2.197E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.4750	 1.539E+01	 0.000E+00	 0.000E+00	 8.036E+02	 8.284E+00	 8.284E+00	-1.192E+00	 3.637E-01	 5.084E+03	 5.332E+03	 4.586E+03	 2.321E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5000	 1.539E+01	 0.000E+00	 0.000E+00	 8.048E+02	 8.297E+00	 8.297E+00	-1.419E+00	 2.888E-01	 5.168E+03	 5.335E+03	 4.632E+03	 2.445E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5250	 1.539E+01	 0.000E+00	 0.000E+00	 8.061E+02	 8.310E+00	 8.310E+00	-1.472E+00	 2.201E-01	 5.224E+03	 5.350E+03	 4.666E+03	 2.570E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5500	 1.539E+01	 0.000E+00	 0.000E+00	 8.075E+02	 8.325E+00	 8.325E+00	-1.376E+00	 1.579E-01	 5.246E+03	 5.383E+03	 4.713E+03	 2.695E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.5750	 1.539E+01	 0.000E+00	 0.000E+00	 8.092E+02	 8.342E+00	 8.342E+00	-1.126E+00	 1.028E-01	 5.253E+03	 5.440E+03	 4.746E+03	 2.820E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.6000	 1.539E+01	 0.000E+00	 0.000E+00	 8.110E+02	 8.361E+00	 8.361E+00	-7.614E-01	 5.260E-02	 5.245E+03	 5.516E+03	 4.773E+03	 2.945E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.6250	 1.539E+01	 0.000E+00	 0.000E+00	 8.129E+02	 8.381E+00	 8.381E+00	-3.014E-01	 8.888E-03	 5.239E+03	 5.609E+03	 4.793E+03	 3.071E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.6500	 1.539E+01	 0.000E+00	 0.000E+00	 8.149E+02	 8.401E+00	 8.401E+00	 1.496E-01	-3.653E-02	 5.203E+03	 5.702E+03	 4.843E+03	 3.196E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.6750	 1.539E+01	 0.000E+00	 0.000E+00	 8.170E+02	 8.423E+00	 8.423E+00	 5.820E-01	-8.568E-02	 5.174E+03	 5.785E+03	 4.857E+03	 3.323E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.7000	 1.539E+01	 0.000E+00	 0.000E+00	 8.190E+02	 8.443E+00	 8.443E+00	 9.748E-01	-1.314E-01	 5.175E+03	 5.874E+03	 4.884E+03	 3.449E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.7250	 1.539E+01	 0.000E+00	 0.000E+00	 8.210E+02	 8.464E+00	 8.464E+00	 1.235E+00	-1.839E-01	 5.191E+03	 5.959E+03	 4.907E+03	 3.576E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.7500	 1.539E+01	 0.000E+00	 0.000E+00	 8.228E+02	 8.482E+00	 8.482E+00	 1.351E+00	-2.419E-01	 5.234E+03	 6.034E+03	 4.929E+03	 3.703E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.7750	 1.539E+01	 0.000E+00	 0.000E+00	 8.245E+02	 8.500E+00	 8.500E+00	 1.314E+00	-3.041E-01	 5.310E+03	 6.102E+03	 4.967E+03	 3.830E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.8000	 1.539E+01	 0.000E+00	 0.000E+00	 8.260E+02	 8.516E+00	 8.516E+00	 1.108E+00	-3.752E-01	 5.398E+03	 6.143E+03	 5.005E+03	 3.958E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.8250	 1.539E+01	 0.000E+00	 0.000E+00	 8.274E+02	 8.530E+00	 8.530E+00	 7.644E-01	-4.510E-01	 5.499E+03	 6.159E+03	 5.064E+03	 4.086E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.8500	 1.539E+01	 0.000E+00	 0.000E+00	 8.287E+02	 8.543E+00	 8.543E+00	 2.857E-01	-5.317E-01	 5.614E+03	 6.172E+03	 5.137E+03	 4.214E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.8750	 1.539E+01	 0.000E+00	 0.000E+00	 8.300E+02	 8.556E+00	 8.556E+00	-2.421E-01	-6.115E-01	 5.741E+03	 6.164E+03	 5.217E+03	 4.342E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.9000	 1.539E+01	 0.000E+00	 0.000E+00	 8.312E+02	 8.569E+00	 8.569E+00	-7.820E-01	-6.905E-01	 5.866E+03	 6.132E+03	 5.294E+03	 4.471E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.9250	 1.539E+01	 0.000E+00	 0.000E+00	 8.325E+02	 8.583E+00	 8.583E+00	-1.309E+00	-7.653E-01	 5.992E+03	 6.106E+03	 5.371E+03	 4.599E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.9500	 1.539E+01	 0.000E+00	 0.000E+00	 8.339E+02	 8.597E+00	 8.597E+00	-1.740E+00	-8.346E-01	 6.101E+03	 6.049E+03	 5.427E+03	 4.728E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    0.9750	 1.539E+01	 0.000E+00	 0.000E+00	 8.355E+02	 8.613E+00	 8.613E+00	-2.070E+00	-8.920E-01	 6.197E+03	 6.019E+03	 5.510E+03	 4.857E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.0000	 1.539E+01	 0.000E+00	 0.000E+00	 8.372E+02	 8.631E+00	 8.631E+00	-2.289E+00	-9.416E-01	 6.273E+03	 6.004E+03	 5.584E+03	 4.986E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.0250	 1.539E+01	 0.000E+00	 0.000E+00	 8.391E+02	 8.651E+00	 8.651E+00	-2.384E+00	-9.851E-01	 6.332E+03	 5.994E+03	 5.614E+03	 5.116E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.0500	 1.539E+01	 0.000E+00	 0.000E+00	 8.411E+02	 8.672E+00	 8.672E+00	-2.382E+00	-1.018E+00	 6.371E+03	 6.038E+03	 5.660E+03	 5.246E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.0750	 1.539E+01	 0.000E+00	 0.000E+00	 8.433E+02	 8.694E+00	 8.694E+00	-2.206E+00	-1.040E+00	 6.373E+03	 6.067E+03	 5.697E+03	 5.376E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.1000	 1.539E+01	 0.000E+00	 0.000E+00	 8.455E+02	 8.717E+00	 8.717E+00	-1.888E+00	-1.046E+00	 6.380E+03	 6.130E+03	 5.750E+03	 5.507E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.1250	 1.540E+01	 0.000E+00	 0.000E+00	 8.477E+02	 8.740E+00	 8.740E+00	-1.514E+00	-1.051E+00	 6.360E+03	 6.188E+03	 5.763E+03	 5.638E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.1500	 1.540E+01	 0.000E+00	 0.000E+00	 8.499E+02	 8.762E+00	 8.762E+00	-1.088E+00	-1.050E+00	 6.312E+03	 6.237E+03	 5.773E+03	 5.769E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.1750	 1.540E+01	 0.000E+00	 0.000E+00	 8.520E+02	 8.784E+00	 8.784E+00	-7.085E-01	-1.049E+00	 6.270E+03	 6.316E+03	 5.778E+03	 5.901E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.2000	 1.540E+01	 0.000E+00	 0.000E+00	 8.540E+02	 8.804E+00	 8.804E+00	-3.666E-01	-1.049E+00	 6.208E+03	 6.370E+03	 5.768E+03	 6.033E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.2250	 1.540E+01	 0.000E+00	 0.000E+00	 8.558E+02	 8.823E+00	 8.823E+00	-1.049E-04	-1.032E+00	 6.205E+03	 6.425E+03	 5.785E+03	 6.165E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.2500	 1.540E+01	 0.000E+00	 0.000E+00	 8.575E+02	 8.840E+00	 8.840E+00	 2.503E-01	-1.021E+00	 6.227E+03	 6.459E+03	 5.783E+03	 6.297E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.2750	 1.540E+01	 0.000E+00	 0.000E+00	 8.590E+02	 8.856E+00	 8.856E+00	 3.253E-01	-1.013E+00	 6.253E+03	 6.508E+03	 5.799E+03	 6.430E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.3000	 1.540E+01	 0.000E+00	 0.000E+00	 8.604E+02	 8.871E+00	 8.871E+00	 2.743E-01	-1.011E+00	 6.275E+03	 6.519E+03	 5.817E+03	 6.563E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.3250	 1.540E+01	 0.000E+00	 0.000E+00	 8.619E+02	 8.885E+00	 8.885E+00	 1.547E-02	-1.014E+00	 6.326E+03	 6.577E+03	 5.858E+03	 6.696E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.3500	 1.540E+01	 0.000E+00	 0.000E+00	 8.633E+02	 8.900E+00	 8.900E+00	-3.030E-01	-1.014E+00	 6.378E+03	 6.599E+03	 5.909E+03	 6.829E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.3750	 1.540E+01	 0.000E+00	 0.000E+00	 8.648E+02	 8.915E+00	 8.915E+00	-6.158E-01	-1.007E+00	 6.453E+03	 6.587E+03	 5.968E+03	 6.963E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.4000	 1.540E+01	 0.000E+00	 0.000E+00	 8.664E+02	 8.932E+00	 8.932E+00	-1.017E+00	-1.003E+00	 6.510E+03	 6.590E+03	 6.035E+03	 7.097E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.4250	 1.540E+01	 0.000E+00	 0.000E+00	 8.682E+02	 8.950E+00	 8.950E+00	-1.405E+00	-9.978E-01	 6.571E+03	 6.565E+03	 6.072E+03	 7.231E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.4500	 1.540E+01	 0.000E+00	 0.000E+00	 8.701E+02	 8.970E+00	 8.970E+00	-1.701E+00	-9.820E-01	 6.612E+03	 6.532E+03	 6.124E+03	 7.365E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.4750	 1.540E+01	 0.000E+00	 0.000E+00	 8.722E+02	 8.992E+00	 8.992E+00	-1.868E+00	-9.559E-01	 6.634E+03	 6.478E+03	 6.169E+03	 7.500E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.5000	 1.540E+01	 0.000E+00	 0.000E+00	 8.744E+02	 9.015E+00	 9.015E+00	-1.905E+00	-9.181E-01	 6.641E+03	 6.422E+03	 6.208E+03	 7.635E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.5250	 1.540E+01	 0.000E+00	 0.000E+00	 8.767E+02	 9.039E+00	 9.039E+00	-1.870E+00	-8.717E-01	 6.646E+03	 6.410E+03	 6.246E+03	 7.771E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.5500	 1.540E+01	 0.000E+00	 0.000E+00	 8.791E+02	 9.063E+00	 9.063E+00	-1.708E+00	-8.198E-01	 6.653E+03	 6.364E+03	 6.238E+03	 7.906E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.5750	 1.540E+01	 0.000E+00	 0.000E+00	 8.815E+02	 9.087E+00	 9.087E+00	-1.595E+00	-7.677E-01	 6.646E+03	 6.417E+03	 6.231E+03	 8.042E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.6000	 1.540E+01	 0.000E+00	 0.000E+00	 8.837E+02	 9.111E+00	 9.111E+00	-1.396E+00	-7.120E-01	 6.636E+03	 6.455E+03	 6.192E+03	 8.179E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.6250	 1.541E+01	 0.000E+00	 0.000E+00	 8.859E+02	 9.133E+00	 9.133E+00	-1.055E+00	-6.446E-01	 6.610E+03	 6.475E+03	 6.159E+03	 8.316E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.6500	 1.541E+01	 0.000E+00	 0.000E+00	 8.880E+02	 9.154E+00	 9.154E+00	-6.667E-01	-5.670E-01	 6.594E+03	 6.529E+03	 6.140E+03	 8.453E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.6750	 1.541E+01	 0.000E+00	 0.000E+00	 8.899E+02	 9.174E+00	 9.174E+00	-2.644E-01	-4.876E-01	 6.591E+03	 6.574E+03	 6.112E+03	 8.590E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.7000	 1.541E+01	 0.000E+00	 0.000E+00	 8.917E+02	 9.192E+00	 9.192E+00	 4.692E-02	-4.134E-01	 6.588E+03	 6.640E+03	 6.072E+03	 8.728E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.7250	 1.541E+01	 0.000E+00	 0.000E+00	 8.933E+02	 9.210E+00	 9.210E+00	 2.913E-01	-3.454E-01	 6.611E+03	 6.674E+03	 6.007E+03	 8.866E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.7500	 1.541E+01	 0.000E+00	 0.000E+00	 8.949E+02	 9.226E+00	 9.226E+00	 4.653E-01	-2.760E-01	 6.625E+03	 6.732E+03	 5.971E+03	 9.004E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.7750	 1.541E+01	 0.000E+00	 0.000E+00	 8.965E+02	 9.242E+00	 9.242E+00	 6.124E-01	-2.060E-01	 6.646E+03	 6.760E+03	 5.950E+03	 9.143E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.8000	 1.541E+01	 0.000E+00	 0.000E+00	 8.981E+02	 9.258E+00	 9.258E+00	 6.813E-01	-1.401E-01	 6.655E+03	 6.781E+03	 5.947E+03	 9.282E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.8250	 1.541E+01	 0.000E+00	 0.000E+00	 8.997E+02	 9.276E+00	 9.276E+00	 6.685E-01	-7.610E-02	 6.683E+03	 6.794E+03	 5.955E+03	 9.421E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.8500	 1.541E+01	 0.000E+00	 0.000E+00	 9.015E+02	 9.294E+00	 9.294E+00	 6.034E-01	-1.580E-02	 6.713E+03	 6.776E+03	 5.968E+03	 9.560E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.8750	 1.541E+01	 0.000E+00	 0.000E+00	 9.035E+02	 9.314E+00	 9.314E+00	 4.566E-01	 4.077E-02	 6.740E+03	 6.769E+03	 5.994E+03	 9.700E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.9000	 1.541E+01	 0.000E+00	 0.000E+00	 9.056E+02	 9.336E+00	 9.336E+00	 3.021E-01	 9.562E-02	 6.764E+03	 6.728E+03	 6.024E+03	 9.839E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.9250	 1.541E+01	 0.000E+00	 0.000E+00	 9.078E+02	 9.359E+00	 9.359E+00	 1.258E-01	 1.491E-01	 6.787E+03	 6.685E+03	 6.056E+03	 9.980E+01	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.9500	 1.541E+01	 0.000E+00	 0.000E+00	 9.102E+02	 9.383E+00	 9.383E+00	-6.078E-02	 2.038E-01	 6.804E+03	 6.670E+03	 6.098E+03	 1.012E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    1.9750	 1.541E+01	 0.000E+00	 0.000E+00	 9.126E+02	 9.409E+00	 9.409E+00	-1.540E-01	 2.668E-01	 6.829E+03	 6.657E+03	 6.164E+03	 1.026E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.0000	 1.541E+01	 0.000E+00	 0.000E+00	 9.151E+02	 9.434E+00	 9.434E+00	-3.112E-01	 3.231E-01	 6.852E+03	 6.698E+03	 6.208E+03	 1.040E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.0250	 1.541E+01	 0.000E+00	 0.000E+00	 9.175E+02	 9.459E+00	 9.459E+00	-3.007E-01	 3.885E-01	 6.891E+03	 6.672E+03	 6.247E+03	 1.054E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.0500	 1.541E+01	 0.000E+00	 0.000E+00	 9.199E+02	 9.484E+00	 9.484E+00	-2.694E-01	 4.491E-01	 6.915E+03	 6.658E+03	 6.260E+03	 1.069E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.0750	 1.542E+01	 0.000E+00	 0.000E+00	 9.222E+02	 9.507E+00	 9.507E+00	-1.397E-01	 5.143E-01	 6.943E+03	 6.643E+03	 6.271E+03	 1.083E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.1000	 1.542E+01	 0.000E+00	 0.000E+00	 9.243E+02	 9.529E+00	 9.529E+00	 5.721E-02	 5.811E-01	 6.969E+03	 6.643E+03	 6.281E+03	 1.097E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.1250	 1.542E+01	 0.000E+00	 0.000E+00	 9.263E+02	 9.549E+00	 9.549E+00	 2.472E-01	 6.417E-01	 7.006E+03	 6.642E+03	 6.260E+03	 1.111E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.1500	 1.542E+01	 0.000E+00	 0.000E+00	 9.282E+02	 9.569E+00	 9.569E+00	 5.563E-01	 7.081E-01	 7.064E+03	 6.591E+03	 6.249E+03	 1.126E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.1750	 1.542E+01	 0.000E+00	 0.000E+00	 9.299E+02	 9.587E+00	 9.587E+00	 6.971E-01	 7.569E-01	 7.115E+03	 6.634E+03	 6.210E+03	 1.140E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.2000	 1.542E+01	 0.000E+00	 0.000E+00	 9.316E+02	 9.604E+00	 9.604E+00	 8.726E-01	 8.058E-01	 7.165E+03	 6.666E+03	 6.177E+03	 1.155E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
    2.2250	 1.542E+01	 0.000E+00	 0.000E+00	 9.333E+02	 9.622E+00	 9.622E+00	 1.060E+00	 8.528E-01	 7.209E+03	 6.690E+03	 6.150E+03	 1.169E+02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
